310230
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,ATENÇÃO À SAÚDE DA POPULAÇÃO PARA PROCEDIMENTOS NO MAC,01/12 em 2023,800107,09/01/2023,001,01429X,0000180947,"121.481,09","1.011,97","120.469,12",,25000003144202343,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO FINANCEIRO DA APS - CAPITAÇÃO PONDERADA,01/12 em 2023,800362,10/01/2023,001,01429X,0000180947,"93.074,40","0,00","93.074,40",,25000003147202387,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,PROGRAMA DE INFORMATIZAÇÃO DA APS,01/12 em 2023,800399,10/01/2023,001,01429X,0000180947,"6.000,00","0,00","6.000,00",,25000003151202345,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ASSISTÊNCIA FARMACÊUTICA,PROMOÇÃO DA ASSISTÊNCIA FARMACÊUTICA E INSUMOS ESTRATÉGICOS NA ATENÇÃO PRIMÁRIA EM SAÚDE,01/12 em 2023,800454,10/01/2023,001,01429X,0000180947,"7.538,15","0,00","7.538,15",,25000003154202389,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO FINANCEIRO DA APS - DESEMPENHO,01/12 em 2023,800492,10/01/2023,001,01429X,0000180947,"13.933,92","0,00","13.933,92",,25000003153202334,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO PARA AÇÕES ESTRATÉGICAS,01/12 em 2023,800427,10/01/2023,001,01429X,0000180947,"67.418,00","0,00","67.418,00",,25000003150202309,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,APOIO À MANUTENÇÃO DOS POLOS DE ACADEMIA DA SAÚDE,DEZ de 2022,800612,13/01/2023,001,01429X,0000180947,"6.000,00","0,00","6.000,00",,25000177450202234,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,ATENÇÃO À SAÚDE DA POPULAÇÃO PARA PROCEDIMENTOS NO MAC,02/12 em 2023,801782,03/02/2023,001,01429X,0000180947,"106.046,41","1.011,97","105.034,44",,25000015725202328,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO FINANCEIRO DA APS - DESEMPENHO,02/12 em 2023,802156,10/02/2023,001,01429X,0000180947,"15.979,26","0,00","15.979,26",,25000019898202315,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO FINANCEIRO DA APS - CAPITAÇÃO PONDERADA,02/12 em 2023,802128,10/02/2023,001,01429X,0000180947,"93.595,29","0,00","93.595,29",,25000019892202348,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO PARA AÇÕES ESTRATÉGICAS,02/12 em 2023,802266,10/02/2023,001,01429X,0000180947,"67.418,00","0,00","67.418,00",,25000019893202392,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,PROGRAMA DE INFORMATIZAÇÃO DA APS,02/12 em 2023,802250,10/02/2023,001,01429X,0000180947,"6.000,00","0,00","6.000,00",,25000019896202326,MUNICIPAL,
