310070
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ASSISTÊNCIA FARMACÊUTICA,PROMOÇÃO DA ASSISTÊNCIA FARMACÊUTICA E INSUMOS ESTRATÉGICOS NA ATENÇÃO PRIMÁRIA EM SAÚDE,01/12 em 2023,800454,10/01/2023,104,015385,0066240175,"1.072,98","0,00","1.072,98",,25000003154202389,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO FINANCEIRO DA APS - CAPITAÇÃO PONDERADA,01/12 em 2023,800362,10/01/2023,104,015385,0066240175,"18.563,24","0,00","18.563,24",,25000003147202387,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO PARA AÇÕES ESTRATÉGICAS,01/12 em 2023,800427,10/01/2023,104,015385,0066240175,"2.453,00","0,00","2.453,00",,25000003150202309,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO FINANCEIRO DA APS - DESEMPENHO,01/12 em 2023,800492,10/01/2023,104,015385,0066240175,"2.837,36","0,00","2.837,36",,25000003153202334,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,PROGRAMA DE INFORMATIZAÇÃO DA APS,01/12 em 2023,800399,10/01/2023,104,015385,0066240175,"2.000,00","0,00","2.000,00",,25000003151202345,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA, AGENTES COMUNITÁRIOS DE SAÚDE,01/12 em 2023,800335,10/01/2023,104,015385,0066240175,"10.416,00","0,00","10.416,00",,25000003146202332,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),VIGILÂNCIA EM SAÚDE,TRANSFERÊNCIA AOS ENTES FEDERATIVOS PARA O PAGAMENTO DOS VENCIMENTOS DOS AGENTES DE COMBATE ÀS ENDEMIAS,01/12 em 2023,801299,27/01/2023,104,015385,0066240175,"130,20","0,00","130,20",,25000010707202350,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),VIGILÂNCIA EM SAÚDE,TRANSFERÊNCIA AOS ENTES FEDERATIVOS PARA O PAGAMENTO DOS VENCIMENTOS DOS AGENTES DE COMBATE ÀS ENDEMIAS,01/12 em 2023,801272,27/01/2023,104,015385,0066240175,"2.473,80","0,00","2.473,80",,25000010706202313,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO FINANCEIRO DA APS - DESEMPENHO,02/12 em 2023,802156,10/02/2023,104,015385,0066240175,"2.782,53","0,00","2.782,53",,25000019898202315,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA, AGENTES COMUNITÁRIOS DE SAÚDE,02/12 em 2023,802184,10/02/2023,104,015385,0066240175,"10.416,00","0,00","10.416,00",,25000019888202380,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO PARA AÇÕES ESTRATÉGICAS,02/12 em 2023,802266,10/02/2023,104,015385,0066240175,"2.453,00","0,00","2.453,00",,25000019893202392,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,INCENTIVO FINANCEIRO DA APS - CAPITAÇÃO PONDERADA,02/12 em 2023,802128,10/02/2023,104,015385,0066240175,"18.671,59","0,00","18.671,59",,25000019892202348,MUNICIPAL,
Manutenção das Ações e Serviços Públicos de Saúde (CUSTEIO),ATENÇÃO PRIMÁRIA,PROGRAMA DE INFORMATIZAÇÃO DA APS,02/12 em 2023,802250,10/02/2023,104,015385,0066240175,"2.000,00","0,00","2.000,00",,25000019896202326,MUNICIPAL,
